,index,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,county_average_poverty-rate,county_average_population,county_average_pct-white,county_average_pct-af-am,county_average_pct-hispanic,county_average_pct-am-ind,county_average_pct-asian,county_average_pct-nh-pi,county_average_pct-multiple,county_average_pct-other,county_average_median-household-income,county_average_median-gross-rent,county_average_eviction-filing-rate,county_average_eviction-filings,county_average_median-property-value,county_average_evictions_x,county_average_rent-burden,county_average_renter-occupied-households,county_average_pct-renter-occupied,county_average_evictions_y,county_average_eviction-rate,poverty-rate_above_1,poverty-rate_above_5,poverty-rate_above_10,poverty-rate_above_25,poverty-rate_above_50,poverty-rate_above_75,pct-white_above_1,pct-white_above_5,pct-white_above_10,pct-white_above_25,pct-white_above_50,pct-white_above_75,pct-af-am_above_1,pct-af-am_above_5,pct-af-am_above_10,pct-af-am_above_25,pct-af-am_above_50,pct-af-am_above_75,rent-burden_above_1,rent-burden_above_5,rent-burden_above_10,rent-burden_above_25,rent-burden_above_50,rent-burden_above_75,pct-renter-occupied_above_1,pct-renter-occupied_above_5,pct-renter-occupied_above_10,pct-renter-occupied_above_25,pct-renter-occupied_above_50,pct-renter-occupied_above_75,eviction-filing-rate_above_1,eviction-filing-rate_above_5,eviction-filing-rate_above_10,eviction-filing-rate_above_25,eviction-filing-rate_above_50,eviction-filing-rate_above_75,county_average_poverty-rate_above_1,county_average_poverty-rate_above_5,county_average_poverty-rate_above_10,county_average_poverty-rate_above_25,county_average_poverty-rate_above_50,county_average_poverty-rate_above_75,county_average_pct-white_above_1,county_average_pct-white_above_5,county_average_pct-white_above_10,county_average_pct-white_above_25,county_average_pct-white_above_50,county_average_pct-white_above_75,county_average_pct-af-am_above_1,county_average_pct-af-am_above_5,county_average_pct-af-am_above_10,county_average_pct-af-am_above_25,county_average_pct-af-am_above_50,county_average_pct-af-am_above_75,county_average_rent-burden_above_1,county_average_rent-burden_above_5,county_average_rent-burden_above_10,county_average_rent-burden_above_25,county_average_rent-burden_above_50,county_average_rent-burden_above_75,county_average_pct-renter-occupied_above_1,county_average_pct-renter-occupied_above_5,county_average_pct-renter-occupied_above_10,county_average_pct-renter-occupied_above_25,county_average_pct-renter-occupied_above_50,county_average_pct-renter-occupied_above_75,county_average_eviction-filing-rate_above_1,county_average_eviction-filing-rate_above_5,county_average_eviction-filing-rate_above_10,county_average_eviction-filing-rate_above_25,county_average_eviction-filing-rate_above_50,county_average_eviction-filing-rate_above_75,true_label,score,predicted_label
1019,17333,1222.03,4.8,75.0,8.8,833.84,89736.8,230196.47,21.01,82.6,7.93,5.07,0.22,2.35,0.04,1.52,0.27,1.0,1.0,1.33,1.33,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
1014,17248,4784.47,1.6,82.0,7.48,816.19,91433.34,202110.47,16.85,93.22,2.16,2.42,0.27,0.67,0.07,1.13,0.05,2.0,2.0,2.43,2.43,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
1013,17231,2255.0,1.54,117.0,7.53,819.0,91388.0,201400.0,16.9,93.42,2.08,2.35,0.27,0.65,0.07,1.11,0.04,5.0,4.0,3.42,4.28,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
1012,17214,2426.51,2.03,77.0,4.89,833.0,83661.0,200900.0,23.0,83.68,6.22,4.15,0.35,3.61,0.08,1.77,0.13,3.0,2.0,2.6,3.91,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
1011,17197,3518.51,2.03,46.0,4.89,833.0,83661.0,200900.0,23.0,83.68,6.22,4.15,0.35,3.61,0.08,1.77,0.13,1.0,1.0,2.19,2.19,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.021604938271604937,0
1010,17180,3884.0,1.16,489.0,22.99,1045.0,79319.0,167600.0,22.8,71.84,16.16,5.5,0.12,3.49,0.19,2.36,0.33,16.0,6.0,1.23,3.27,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
1008,17146,2105.0,1.16,88.0,22.99,1045.0,79319.0,167600.0,22.8,71.84,16.16,5.5,0.12,3.49,0.19,2.36,0.33,2.0,1.0,1.14,2.27,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
987,16789,6890.35,7.19,1431.0,92.26,817.65,40185.75,70498.69,23.16,68.0,16.04,9.03,0.35,2.74,0.12,3.62,0.1,24.0,14.0,0.98,1.68,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
1005,17095,2771.45,2.9,55.0,6.51,989.67,90999.86,219101.57,17.56,86.16,6.0,3.64,0.28,2.37,0.04,1.36,0.15,1.0,1.0,1.83,1.83,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
1004,17078,3974.72,2.68,85.0,4.5,1006.99,93839.4,225692.33,16.9,88.44,4.94,2.65,0.28,2.22,0.03,1.3,0.14,0.0,0.0,0.0,0.0,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
1003,17061,3146.56,3.78,70.0,10.98,984.0,74253.0,154300.0,21.7,55.53,26.18,7.94,0.3,5.48,0.23,4.0,0.34,4.0,3.0,4.26,5.68,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
1000,17010,4834.0,2.71,167.0,11.66,1038.0,77357.0,138900.0,22.3,51.32,30.23,9.64,0.39,4.88,0.37,2.92,0.25,9.0,8.0,4.78,5.38,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.021604938271604937,0
998,16976,3886.2,2.38,248.0,13.92,1117.0,85733.0,201200.0,23.0,69.39,14.82,7.69,0.25,4.39,0.07,3.09,0.3,12.0,4.0,1.61,4.83,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
997,16959,4374.8,2.38,160.0,13.92,1117.0,85733.0,201200.0,23.0,69.39,14.82,7.69,0.25,4.39,0.07,3.09,0.3,8.0,6.0,3.76,5.01,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
993,16891,4467.0,0.6,51.0,2.07,1125.0,112418.0,269000.0,14.0,87.24,6.11,2.37,0.18,2.28,0.25,1.41,0.16,2.0,1.0,1.95,3.91,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.021604938271604937,0
990,16840,5886.0,3.5,404.0,20.4,985.0,77480.0,157300.0,24.9,61.79,20.1,6.63,0.08,7.42,0.08,3.69,0.2,22.0,7.0,1.73,5.45,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
989,16823,3183.0,1.97,379.0,25.74,1722.0,67219.0,160500.0,32.2,72.45,13.92,8.11,0.25,2.83,0.28,2.1,0.06,7.0,6.0,1.58,1.85,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.021604938271604937,0
813,13831,560.04,0.0,65.0,3.02,325.0,76862.0,283100.0,12.5,84.88,5.28,2.2,0.08,5.83,0.0,1.65,0.08,1.0,1.0,1.54,1.54,0,0,0,2.393076923076923,2608.742615384615,81.31430769230768,6.2326153846153876,5.141076923076924,0.1692307692307693,5.070923076923078,0.04215384615384613,1.829846153846154,0.2007692307692308,82720.3893846154,956.9210769230768,7.2836923076923075,23.584615384615386,226938.22707692307,8.476923076923077,23.666923076923087,256.75384615384615,17.62153846153846,8.476923076923077,2.701230769230769,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.021604938271604937,0
812,13814,400.25,0.0,45.0,3.02,325.0,76862.0,283100.0,12.5,84.88,5.28,2.2,0.08,5.83,0.0,1.65,0.08,0.0,0.0,0.0,0.0,0,0,0,2.393076923076923,2608.742615384615,81.31430769230768,6.2326153846153876,5.141076923076924,0.1692307692307693,5.070923076923078,0.04215384615384613,1.829846153846154,0.2007692307692308,82720.3893846154,956.9210769230768,7.2836923076923075,23.584615384615386,226938.22707692307,8.476923076923077,23.666923076923087,256.75384615384615,17.62153846153846,8.476923076923077,2.701230769230769,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.021604938271604937,0
810,13780,54.18,0.13,54.0,5.8,358.28,76120.86,277095.11,12.96,84.26,5.44,2.48,0.08,5.97,0.0,1.68,0.09,0.0,0.0,0.0,0.0,0,0,0,2.393076923076923,2608.742615384615,81.31430769230768,6.2326153846153876,5.141076923076924,0.1692307692307693,5.070923076923078,0.04215384615384613,1.829846153846154,0.2007692307692308,82720.3893846154,956.9210769230768,7.2836923076923075,23.584615384615386,226938.22707692307,8.476923076923077,23.666923076923087,256.75384615384615,17.62153846153846,8.476923076923077,2.701230769230769,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.021604938271604937,0
559,9513,2486.07,7.06,231.0,22.46,657.91,59652.27,145389.07,31.55,87.09,8.85,1.92,0.4,0.35,0.02,1.29,0.08,2.0,1.0,0.43,0.87,0,0,0,4.858823529411764,3244.266470588235,87.53235294117648,8.47,1.877058823529412,0.2364705882352942,0.548235294117647,0.034705882352941184,1.1876470588235295,0.11117647058823532,64719.68294117646,722.6205882352941,6.164705882352941,25.41176470588235,161990.58470588236,8.882352941176471,23.74117647058823,294.8235294117647,21.728235294117646,8.882352941176471,2.442941176470588,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.021604938271604937,0
587,9989,7025.02,9.45,506.0,16.23,457.0,42355.97,104299.96,18.7,93.79,4.03,1.2,0.13,0.36,0.0,0.44,0.06,14.0,9.0,1.78,2.77,0,0,0,9.167,4728.638000000001,89.425,8.266,1.178,0.15,0.308,0.020999999999999998,0.5730000000000001,0.082,39066.280000000006,399.8,6.0249999999999995,23.4,125769.90999999999,12.8,20.259999999999998,410.9,18.255,12.8,3.3419999999999996,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.021604938271604937,0
584,9938,4671.0,10.56,472.0,22.7,382.0,34394.0,91600.0,22.1,88.35,8.41,1.88,0.11,0.09,0.0,1.01,0.15,20.0,13.0,2.75,4.24,0,0,0,9.167,4728.638000000001,89.425,8.266,1.178,0.15,0.308,0.020999999999999998,0.5730000000000001,0.082,39066.280000000006,399.8,6.0249999999999995,23.4,125769.90999999999,12.8,20.259999999999998,410.9,18.255,12.8,3.3419999999999996,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.021604938271604937,0
581,9887,4294.0,6.53,305.0,17.2,513.0,41716.0,92500.0,19.3,80.79,17.0,0.98,0.21,0.09,0.0,0.79,0.14,20.0,11.0,3.6,6.55,0,0,0,5.9575000000000005,5009.47,78.39500000000001,18.7025,1.155,0.18,0.35500000000000004,0.04,1.05,0.125,45844.0925,699.0,3.6125,10.75,105750.31,5.75,21.749999999999996,307.0,14.9575,5.75,1.9575,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.021604938271604937,0
580,9870,4797.88,9.24,354.0,17.67,619.0,38806.37,82301.24,21.9,62.43,34.47,0.98,0.19,0.33,0.1,1.41,0.08,5.0,2.0,0.57,1.41,0,0,0,5.9575000000000005,5009.47,78.39500000000001,18.7025,1.155,0.18,0.35500000000000004,0.04,1.05,0.125,45844.0925,699.0,3.6125,10.75,105750.31,5.75,21.749999999999996,307.0,14.9575,5.75,1.9575,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.021604938271604937,0
579,9853,6598.0,4.03,308.0,12.48,832.0,51427.0,124100.0,22.9,85.18,11.67,1.33,0.16,0.5,0.03,1.0,0.14,7.0,3.0,0.97,2.27,0,0,0,5.9575000000000005,5009.47,78.39500000000001,18.7025,1.155,0.18,0.35500000000000004,0.04,1.05,0.125,45844.0925,699.0,3.6125,10.75,105750.31,5.75,21.749999999999996,307.0,14.9575,5.75,1.9575,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.021604938271604937,0
578,9836,4348.0,4.03,261.0,12.48,832.0,51427.0,124100.0,22.9,85.18,11.67,1.33,0.16,0.5,0.03,1.0,0.14,11.0,7.0,2.69,4.22,0,0,0,5.9575000000000005,5009.47,78.39500000000001,18.7025,1.155,0.18,0.35500000000000004,0.04,1.05,0.125,45844.0925,699.0,3.6125,10.75,105750.31,5.75,21.749999999999996,307.0,14.9575,5.75,1.9575,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.021604938271604937,0
577,9819,5106.0,12.22,335.0,14.52,472.0,30029.0,78000.0,29.3,97.1,0.53,1.47,0.12,0.02,0.0,0.76,0.0,6.0,5.0,1.49,1.79,0,0,0,11.686666666666667,4624.093333333333,95.67333333333333,2.0566666666666666,1.3433333333333335,0.08666666666666667,0.08,0.006666666666666667,0.6666666666666666,0.09333333333333334,31893.0,418.0,4.1066666666666665,16.666666666666668,79866.66666666667,11.333333333333334,23.433333333333334,382.3333333333333,18.233333333333334,11.333333333333334,2.893333333333333,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.021604938271604937,0
576,9802,3388.28,11.42,299.0,20.09,391.0,32825.0,80800.0,20.5,94.96,2.82,1.28,0.07,0.11,0.01,0.62,0.14,14.0,11.0,3.68,4.68,0,0,0,11.686666666666667,4624.093333333333,95.67333333333333,2.0566666666666666,1.3433333333333335,0.08666666666666667,0.08,0.006666666666666667,0.6666666666666666,0.09333333333333334,31893.0,418.0,4.1066666666666665,16.666666666666668,79866.66666666667,11.333333333333334,23.433333333333334,382.3333333333333,18.233333333333334,11.333333333333334,2.893333333333333,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.021604938271604937,0
575,9785,5378.0,11.42,513.0,20.09,391.0,32825.0,80800.0,20.5,94.96,2.82,1.28,0.07,0.11,0.01,0.62,0.14,30.0,18.0,3.51,5.85,0,0,0,11.686666666666667,4624.093333333333,95.67333333333333,2.0566666666666666,1.3433333333333335,0.08666666666666667,0.08,0.006666666666666667,0.6666666666666666,0.09333333333333334,31893.0,418.0,4.1066666666666665,16.666666666666668,79866.66666666667,11.333333333333334,23.433333333333334,382.3333333333333,18.233333333333334,11.333333333333334,2.893333333333333,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.021604938271604937,0
