,index,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,county_average_poverty-rate,county_average_population,county_average_pct-white,county_average_pct-af-am,county_average_pct-hispanic,county_average_pct-am-ind,county_average_pct-asian,county_average_pct-nh-pi,county_average_pct-multiple,county_average_pct-other,county_average_median-household-income,county_average_median-gross-rent,county_average_eviction-filing-rate,county_average_eviction-filings,county_average_median-property-value,county_average_evictions_x,county_average_rent-burden,county_average_renter-occupied-households,county_average_pct-renter-occupied,county_average_evictions_y,county_average_eviction-rate,poverty-rate_above_1,poverty-rate_above_5,poverty-rate_above_10,poverty-rate_above_25,poverty-rate_above_50,poverty-rate_above_75,pct-white_above_1,pct-white_above_5,pct-white_above_10,pct-white_above_25,pct-white_above_50,pct-white_above_75,pct-af-am_above_1,pct-af-am_above_5,pct-af-am_above_10,pct-af-am_above_25,pct-af-am_above_50,pct-af-am_above_75,rent-burden_above_1,rent-burden_above_5,rent-burden_above_10,rent-burden_above_25,rent-burden_above_50,rent-burden_above_75,pct-renter-occupied_above_1,pct-renter-occupied_above_5,pct-renter-occupied_above_10,pct-renter-occupied_above_25,pct-renter-occupied_above_50,pct-renter-occupied_above_75,eviction-filing-rate_above_1,eviction-filing-rate_above_5,eviction-filing-rate_above_10,eviction-filing-rate_above_25,eviction-filing-rate_above_50,eviction-filing-rate_above_75,county_average_poverty-rate_above_1,county_average_poverty-rate_above_5,county_average_poverty-rate_above_10,county_average_poverty-rate_above_25,county_average_poverty-rate_above_50,county_average_poverty-rate_above_75,county_average_pct-white_above_1,county_average_pct-white_above_5,county_average_pct-white_above_10,county_average_pct-white_above_25,county_average_pct-white_above_50,county_average_pct-white_above_75,county_average_pct-af-am_above_1,county_average_pct-af-am_above_5,county_average_pct-af-am_above_10,county_average_pct-af-am_above_25,county_average_pct-af-am_above_50,county_average_pct-af-am_above_75,county_average_rent-burden_above_1,county_average_rent-burden_above_5,county_average_rent-burden_above_10,county_average_rent-burden_above_25,county_average_rent-burden_above_50,county_average_rent-burden_above_75,county_average_pct-renter-occupied_above_1,county_average_pct-renter-occupied_above_5,county_average_pct-renter-occupied_above_10,county_average_pct-renter-occupied_above_25,county_average_pct-renter-occupied_above_50,county_average_pct-renter-occupied_above_75,county_average_eviction-filing-rate_above_1,county_average_eviction-filing-rate_above_5,county_average_eviction-filing-rate_above_10,county_average_eviction-filing-rate_above_25,county_average_eviction-filing-rate_above_50,county_average_eviction-filing-rate_above_75,true_label,score,predicted_label
973,16551,3820.0,3.46,693.0,33.07,868.0,57303.0,111000.0,24.9,50.92,26.65,13.21,0.53,5.12,0.14,3.2,0.23,224.0,61.0,8.8,32.33,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1180,20070,4940.0,4.09,566.0,27.84,763.0,56298.0,164200.0,23.3,77.55,14.23,3.74,0.4,1.19,0.22,2.45,0.2,143.0,39.0,6.89,25.25,0,0,0,3.1944444444444433,3423.925925925926,80.65407407407409,11.46037037037037,3.5481481481481474,0.4303703703703704,1.6092592592592592,0.09481481481481481,2.0181481481481485,0.18185185185185185,67503.70555555557,893.8525925925926,13.562962962962963,50.407407407407405,147681.65740740742,19.703703703703702,21.85925925925926,270.0,20.275555555555552,19.703703703703702,6.164814814814812,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
661,11247,3916.0,5.64,860.0,53.02,726.0,41667.0,113500.0,26.3,83.89,10.8,2.32,0.61,0.92,0.08,1.3,0.08,216.0,76.0,8.84,25.11,0,0,0,3.792173913043478,3753.6239130434783,87.80565217391305,9.338260869565218,0.9621739130434783,0.3126086956521739,0.7465217391304345,0.006956521739130436,0.7100000000000001,0.1178260869565217,60235.91521739131,683.6747826086956,9.561304347826086,34.69565217391305,147800.3747826087,12.608695652173912,22.153913043478262,239.2173913043478,15.404782608695655,12.608695652173912,4.126086956521738,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
981,16687,1870.0,2.88,56.0,2.37,1375.0,77929.0,219200.0,22.5,71.18,17.27,6.68,0.27,2.3,0.0,2.03,0.27,5.0,4.0,7.09,8.87,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1366,23249,3374.0,16.99,477.0,33.54,420.0,28692.0,51300.0,26.7,78.48,18.61,0.56,0.15,0.44,0.0,1.6,0.15,49.0,30.0,6.28,10.26,0,0,0,12.57,3151.5,84.015,12.719999999999999,0.64,0.365,0.665,0.015,1.485,0.09,30434.5,405.0,6.645,30.0,52050.0,18.5,23.7,420.0,30.17,18.5,4.105,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
970,16500,5570.04,3.24,714.0,33.27,784.0,52241.0,130700.0,26.4,52.47,19.08,20.19,0.2,4.96,0.05,2.75,0.3,171.0,55.0,7.7,23.95,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1365,23232,3960.0,8.29,589.0,32.7,590.0,37174.0,74800.0,25.1,92.45,4.14,1.52,0.15,0.93,0.0,0.73,0.08,114.0,57.0,9.68,19.36,0,0,0,5.609999999999999,3379.4,87.538,6.938,1.6760000000000002,0.178,2.5799999999999996,0.096,0.9280000000000002,0.07,43522.8,669.8,19.588,93.6,95320.0,42.2,24.140000000000004,460.8,32.779999999999994,42.2,8.766,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
969,16483,1023.33,4.86,433.0,24.75,894.0,62675.0,120000.0,24.9,52.73,29.93,9.61,0.37,3.9,0.09,3.15,0.22,161.0,35.0,8.09,37.22,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.25886524822695034,0
1181,20087,3213.49,4.02,869.0,43.78,807.0,62136.06,145600.14,23.5,82.29,9.98,2.63,0.5,1.91,0.03,2.6,0.05,257.0,79.0,9.09,29.59,0,0,0,3.1944444444444433,3423.925925925926,80.65407407407409,11.46037037037037,3.5481481481481474,0.4303703703703704,1.6092592592592592,0.09481481481481481,2.0181481481481485,0.18185185185185185,67503.70555555557,893.8525925925926,13.562962962962963,50.407407407407405,147681.65740740742,19.703703703703702,21.85925925925926,270.0,20.275555555555552,19.703703703703702,6.164814814814812,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.25886524822695034,0
1182,20104,2636.42,4.02,376.0,43.78,807.0,62136.0,145600.0,23.5,82.29,9.98,2.63,0.5,1.91,0.03,2.6,0.05,85.0,31.0,8.24,22.59,0,0,0,3.1944444444444433,3423.925925925926,80.65407407407409,11.46037037037037,3.5481481481481474,0.4303703703703704,1.6092592592592592,0.09481481481481481,2.0181481481481485,0.18185185185185185,67503.70555555557,893.8525925925926,13.562962962962963,50.407407407407405,147681.65740740742,19.703703703703702,21.85925925925926,270.0,20.275555555555552,19.703703703703702,6.164814814814812,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.25886524822695034,0
666,11332,5208.0,5.24,943.0,39.0,718.0,47700.0,120100.0,25.8,88.38,4.51,1.56,0.36,3.94,0.0,1.15,0.1,98.0,28.0,2.97,10.4,0,0,0,6.111406249999999,4098.521093750001,69.106875,23.009374999999995,2.4440624999999994,0.3462499999999999,3.6384374999999998,0.02765625000000001,1.2615625,0.16531249999999992,52976.9290625,726.51484375,8359.49109375,190.515625,129619.77890625,56.1875,23.618750000000006,623.21875,32.75062499999999,56.1875,1049.453125,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0.0,0.25886524822695034,0
659,11213,4837.0,3.99,381.0,17.53,616.0,49708.0,134400.0,28.3,92.66,3.16,1.74,0.5,1.03,0.0,0.83,0.08,32.0,20.0,5.25,8.41,0,0,0,3.792173913043478,3753.6239130434783,87.80565217391305,9.338260869565218,0.9621739130434783,0.3126086956521739,0.7465217391304345,0.006956521739130436,0.7100000000000001,0.1178260869565217,60235.91521739131,683.6747826086956,9.561304347826086,34.69565217391305,147800.3747826087,12.608695652173912,22.153913043478262,239.2173913043478,15.404782608695655,12.608695652173912,4.126086956521738,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
982,16704,3052.0,2.99,757.0,54.58,779.46,52071.35,116599.67,23.47,44.24,37.49,10.38,0.17,4.41,0.24,2.53,0.55,247.0,70.0,9.24,32.61,0,0,0,3.9462650602409646,3386.670843373494,67.89060240963856,16.19891566265062,8.31987951807229,0.309277108433735,3.360481927710843,0.10963855421686748,2.3675903614457856,0.23746987951807233,70144.65228915663,891.4360240963854,10.267710843373496,57.93975903614458,162412.06698795184,19.80722891566265,22.176506024096376,362.3855421686747,22.610240963855432,19.80722891566265,4.049277108433735,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1376,23419,3881.0,15.02,711.0,39.51,451.0,31341.0,70500.0,20.2,71.32,25.61,1.26,0.23,0.88,0.03,0.62,0.05,193.0,65.0,9.14,27.14,0,0,0,20.095000000000006,3025.6868749999994,52.18437499999999,45.09999999999999,1.3112499999999998,0.15000000000000002,0.4925,0.028125,0.669375,0.06500000000000002,27308.485625,402.48625000000004,23.300625,141.6875,68573.825625,44.4375,24.559374999999996,542.6875,42.026875,44.4375,7.536249999999999,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1371,23334,4545.0,38.64,961.0,56.46,362.0,16823.0,49000.0,28.5,32.19,65.61,1.32,0.15,0.13,0.02,0.57,0.0,208.0,93.0,9.68,21.65,0,0,0,20.095000000000006,3025.6868749999994,52.18437499999999,45.09999999999999,1.3112499999999998,0.15000000000000002,0.4925,0.028125,0.669375,0.06500000000000002,27308.485625,402.48625000000004,23.300625,141.6875,68573.825625,44.4375,24.559374999999996,542.6875,42.026875,44.4375,7.536249999999999,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1375,23402,3210.37,13.77,421.0,30.23,350.58,31339.72,77430.78,21.22,66.99,30.42,0.38,0.09,1.21,0.0,0.81,0.09,161.0,35.0,8.3,38.2,0,0,0,20.095000000000006,3025.6868749999994,52.18437499999999,45.09999999999999,1.3112499999999998,0.15000000000000002,0.4925,0.028125,0.669375,0.06500000000000002,27308.485625,402.48625000000004,23.300625,141.6875,68573.825625,44.4375,24.559374999999996,542.6875,42.026875,44.4375,7.536249999999999,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1374,23385,3482.0,9.79,542.0,34.25,452.0,36938.0,113100.0,28.1,85.73,11.26,1.09,0.23,0.72,0.14,0.8,0.03,49.0,23.0,4.25,9.04,0,0,0,20.095000000000006,3025.6868749999994,52.18437499999999,45.09999999999999,1.3112499999999998,0.15000000000000002,0.4925,0.028125,0.669375,0.06500000000000002,27308.485625,402.48625000000004,23.300625,141.6875,68573.825625,44.4375,24.559374999999996,542.6875,42.026875,44.4375,7.536249999999999,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1373,23368,3061.0,35.41,754.0,62.95,385.0,21291.0,49300.0,28.8,13.41,84.76,1.07,0.18,0.08,0.05,0.46,0.0,247.0,75.0,9.94,32.74,0,0,0,20.095000000000006,3025.6868749999994,52.18437499999999,45.09999999999999,1.3112499999999998,0.15000000000000002,0.4925,0.028125,0.669375,0.06500000000000002,27308.485625,402.48625000000004,23.300625,141.6875,68573.825625,44.4375,24.559374999999996,542.6875,42.026875,44.4375,7.536249999999999,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1399,23895,7266.0,2.37,433.0,16.33,718.0,62605.0,105600.0,23.1,74.28,18.58,3.08,0.25,1.78,0.04,1.94,0.06,76.0,32.0,7.39,17.56,0,0,0,12.574411764705884,4306.970882352941,44.20676470588236,45.70941176470588,2.843823529411766,0.39500000000000013,1.676176470588235,0.0761764705882353,1.9741176470588233,0.17911764705882355,37463.36352941177,592.1858823529411,29.309117647058823,221.2941176470588,83393.95529411767,62.85294117647059,26.0764705882353,665.1176470588235,45.42058823529411,62.85294117647059,8.93764705882353,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,0.25886524822695034,0
649,11043,3127.0,9.08,409.0,30.47,538.0,40383.0,127100.0,24.8,77.68,19.35,1.12,0.38,0.19,0.0,1.09,0.19,127.0,25.0,6.11,31.04,0,0,0,3.792173913043478,3753.6239130434783,87.80565217391305,9.338260869565218,0.9621739130434783,0.3126086956521739,0.7465217391304345,0.006956521739130436,0.7100000000000001,0.1178260869565217,60235.91521739131,683.6747826086956,9.561304347826086,34.69565217391305,147800.3747826087,12.608695652173912,22.153913043478262,239.2173913043478,15.404782608695655,12.608695652173912,4.126086956521738,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1372,23351,1989.0,34.4,627.0,77.24,305.11,16130.89,42098.79,28.57,19.09,78.91,1.22,0.08,0.08,0.02,0.5,0.1,112.0,44.0,7.02,17.86,0,0,0,20.095000000000006,3025.6868749999994,52.18437499999999,45.09999999999999,1.3112499999999998,0.15000000000000002,0.4925,0.028125,0.669375,0.06500000000000002,27308.485625,402.48625000000004,23.300625,141.6875,68573.825625,44.4375,24.559374999999996,542.6875,42.026875,44.4375,7.536249999999999,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
1174,19968,2663.0,6.52,406.0,23.04,854.0,66302.0,138800.0,25.0,68.49,21.44,4.43,0.23,2.59,0.0,2.78,0.04,35.0,18.0,4.43,8.62,0,0,0,3.1944444444444433,3423.925925925926,80.65407407407409,11.46037037037037,3.5481481481481474,0.4303703703703704,1.6092592592592592,0.09481481481481481,2.0181481481481485,0.18185185185185185,67503.70555555557,893.8525925925926,13.562962962962963,50.407407407407405,147681.65740740742,19.703703703703702,21.85925925925926,270.0,20.275555555555552,19.703703703703702,6.164814814814812,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
652,11094,2455.0,4.76,58.0,6.21,661.0,62004.0,166000.0,15.9,83.1,13.97,1.55,0.24,0.61,0.0,0.37,0.16,6.0,4.0,6.92,10.38,0,0,0,3.792173913043478,3753.6239130434783,87.80565217391305,9.338260869565218,0.9621739130434783,0.3126086956521739,0.7465217391304345,0.006956521739130436,0.7100000000000001,0.1178260869565217,60235.91521739131,683.6747826086956,9.561304347826086,34.69565217391305,147800.3747826087,12.608695652173912,22.153913043478262,239.2173913043478,15.404782608695655,12.608695652173912,4.126086956521738,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
658,11196,6018.0,2.43,187.0,6.0,1003.0,61780.0,131500.0,30.7,90.1,6.73,1.05,0.28,0.96,0.0,0.76,0.12,15.0,10.0,5.35,8.03,0,0,0,3.792173913043478,3753.6239130434783,87.80565217391305,9.338260869565218,0.9621739130434783,0.3126086956521739,0.7465217391304345,0.006956521739130436,0.7100000000000001,0.1178260869565217,60235.91521739131,683.6747826086956,9.561304347826086,34.69565217391305,147800.3747826087,12.608695652173912,22.153913043478262,239.2173913043478,15.404782608695655,12.608695652173912,4.126086956521738,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
653,11111,3545.88,1.07,63.0,6.7,830.0,80169.0,177300.0,19.5,91.44,4.76,0.99,0.19,1.7,0.01,0.71,0.21,8.0,5.0,7.94,12.71,0,0,0,3.792173913043478,3753.6239130434783,87.80565217391305,9.338260869565218,0.9621739130434783,0.3126086956521739,0.7465217391304345,0.006956521739130436,0.7100000000000001,0.1178260869565217,60235.91521739131,683.6747826086956,9.561304347826086,34.69565217391305,147800.3747826087,12.608695652173912,22.153913043478262,239.2173913043478,15.404782608695655,12.608695652173912,4.126086956521738,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1175,19985,4383.0,1.59,608.0,29.27,800.0,72573.0,178100.0,28.7,69.14,18.27,6.92,0.38,2.48,0.12,2.35,0.33,227.0,62.0,10.19,37.32,0,0,0,3.1944444444444433,3423.925925925926,80.65407407407409,11.46037037037037,3.5481481481481474,0.4303703703703704,1.6092592592592592,0.09481481481481481,2.0181481481481485,0.18185185185185185,67503.70555555557,893.8525925925926,13.562962962962963,50.407407407407405,147681.65740740742,19.703703703703702,21.85925925925926,270.0,20.275555555555552,19.703703703703702,6.164814814814812,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.0,0.25886524822695034,0
1370,23317,4249.0,26.6,761.0,43.36,459.0,23139.0,48600.0,33.7,36.88,60.98,0.87,0.12,0.07,0.05,0.94,0.09,120.0,53.0,6.96,15.76,0,0,0,20.095000000000006,3025.6868749999994,52.18437499999999,45.09999999999999,1.3112499999999998,0.15000000000000002,0.4925,0.028125,0.669375,0.06500000000000002,27308.485625,402.48625000000004,23.300625,141.6875,68573.825625,44.4375,24.559374999999996,542.6875,42.026875,44.4375,7.536249999999999,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
655,11145,2269.0,1.07,33.0,6.7,830.0,80169.0,177300.0,19.5,91.44,4.76,0.99,0.19,1.7,0.01,0.71,0.21,8.0,3.0,8.98,23.95,0,0,0,3.792173913043478,3753.6239130434783,87.80565217391305,9.338260869565218,0.9621739130434783,0.3126086956521739,0.7465217391304345,0.006956521739130436,0.7100000000000001,0.1178260869565217,60235.91521739131,683.6747826086956,9.561304347826086,34.69565217391305,147800.3747826087,12.608695652173912,22.153913043478262,239.2173913043478,15.404782608695655,12.608695652173912,4.126086956521738,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
656,11162,6506.0,1.64,365.0,13.84,682.0,68333.0,164000.0,26.9,90.41,6.33,0.94,0.34,0.92,0.02,0.89,0.15,47.0,17.0,4.65,12.87,0,0,0,3.792173913043478,3753.6239130434783,87.80565217391305,9.338260869565218,0.9621739130434783,0.3126086956521739,0.7465217391304345,0.006956521739130436,0.7100000000000001,0.1178260869565217,60235.91521739131,683.6747826086956,9.561304347826086,34.69565217391305,147800.3747826087,12.608695652173912,22.153913043478262,239.2173913043478,15.404782608695655,12.608695652173912,4.126086956521738,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0.0,0.25886524822695034,0
1369,23300,4253.0,12.37,853.0,43.0,409.0,29787.0,77300.0,21.8,59.46,37.67,0.89,0.24,0.68,0.02,0.78,0.26,182.0,45.0,5.27,21.33,0,0,0,20.095000000000006,3025.6868749999994,52.18437499999999,45.09999999999999,1.3112499999999998,0.15000000000000002,0.4925,0.028125,0.669375,0.06500000000000002,27308.485625,402.48625000000004,23.300625,141.6875,68573.825625,44.4375,24.559374999999996,542.6875,42.026875,44.4375,7.536249999999999,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.0,0.25886524822695034,0
