,GEOID,true_label
333,51810046214,0.0
334,51041100509,0.0
335,51183870202,0.0
336,51770000300,0.0
337,51810046011,1.0
338,51810046225,0.0
339,51550021005,0.0
340,51710003000,0.0
341,51810045420,0.0
342,51800065200,0.0
343,51041101008,1.0
344,51710004600,1.0
345,51810046220,0.0
346,51740212900,1.0
347,51099040400,0.0
348,51810040200,1.0
349,51810045424,0.0
350,51650010310,0.0
351,51800075702,0.0
352,51550020600,0.0
353,51087200801,0.0
354,51810046002,0.0
355,51115990100,0.0
356,51800075102,0.0
357,51149850501,1.0
358,51041100932,1.0
359,51650010601,0.0
360,51590000900,0.0
361,51187020500,0.0
362,51810042802,0.0
363,51550021013,0.0
364,51810045805,0.0
365,51041100506,1.0
366,51810041002,0.0
367,51800075202,1.0
368,51710006901,0.0
369,51810045425,0.0
370,51710006603,0.0
371,51153901212,0.0
372,51810045407,0.0
373,51650011500,0.0
374,51810046015,0.0
375,51081880102,0.0
376,51175200300,0.0
377,51149850302,1.0
378,51810045427,0.0
379,51710006607,0.0
380,51550021101,0.0
381,51053840300,0.0
382,51041100907,0.0
383,51177020108,0.0
384,51025930202,0.0
385,51073100400,0.0
386,51550020904,0.0
387,51041100106,1.0
388,51810045428,0.0
389,51001990100,0.0
390,51001980100,0.0
391,51001990200,0.0
392,51001980200,0.0
393,51103990100,0.0
394,51810045422,1.0
395,51081880200,0.0
396,51650010307,0.0
397,51810045415,1.0
398,51570830500,1.0
399,51041101009,0.0
400,51650010703,0.0
401,51760020600,0.0
402,51810046223,0.0
403,51033030300,0.0
404,51650990100,0.0
405,51760060600,0.0
406,51155980200,0.0
407,51155980100,0.0
408,51149850502,0.0
409,51700031902,0.0
410,51153901236,0.0
411,51041101004,0.0
412,51041100929,0.0
413,51041100919,0.0
414,51153900802,0.0
415,51810044808,0.0
416,51590000600,0.0
417,51041101010,1.0
418,51710002000,0.0
419,51590980100,1.0
420,51735990100,0.0
421,51041100822,0.0
422,51041100507,0.0
423,51810046212,0.0
424,51810046010,1.0
425,51550021302,0.0
426,51177020203,0.0
427,51810045426,0.0
428,51041100409,0.0
429,51119990100,0.0
430,51177020114,0.0
431,51800075403,0.0
432,51153901008,0.0
433,51153901234,0.0
434,51041100804,0.0
435,51053980100,0.0
436,51179010213,0.0
437,51177020308,0.0
438,51590001000,0.0
439,51760010200,0.0
440,51075400300,0.0
441,51087201102,0.0
442,51800075201,1.0
443,51036600200,0.0
444,51710006902,0.0
445,51810046204,1.0
446,51133990100,0.0
447,51033030400,0.0
448,51810046206,0.0
449,51590001302,0.0
450,51041100807,0.0
451,51710004001,0.0
452,51177020307,0.0
453,51550021402,0.0
454,51810045809,0.0
455,51710005601,0.0
456,51760070400,0.0
457,51810045423,0.0
458,51800075602,0.0
459,51041100920,0.0
460,51710006602,0.0
461,51810045414,1.0
462,51710000600,0.0
463,51810045810,0.0
464,51710002200,0.0
465,51550021501,1.0
466,51700031701,0.0
467,51710000300,0.0
468,51810045000,0.0
469,51019030401,0.0
470,51153900904,0.0
471,51810046006,0.0
472,51550020808,0.0
473,51199051100,0.0
474,51760041300,0.0
475,51041100936,0.0
476,51145500300,0.0
477,51710005100,0.0
478,51800075801,0.0
479,51041101007,0.0
480,51199050305,0.0
481,51087200407,0.0
482,51131990100,0.0
483,51153901224,0.0
484,51041100915,0.0
485,51153901229,0.0
486,51177020111,0.0
487,51710001700,1.0
488,51153901900,0.0
489,51820003100,0.0
490,51810990100,0.0
491,51041101003,0.0
492,51107980100,0.0
493,51800075703,0.0
494,51810044402,0.0
495,51590001200,1.0
496,51810041003,1.0
497,51179010206,0.0
498,51760040200,0.0
499,51031020900,0.0
500,51590000100,0.0
501,51810042202,0.0
502,51153901222,0.0
503,51179010403,0.0
504,51710980100,1.0
505,51710990000,0.0
506,51153900202,0.0
507,51710980300,0.0
508,51710006605,0.0
509,51770000602,0.0
510,51710980200,1.0
511,51087200201,1.0
512,51550021010,0.0
513,51550021004,0.0
514,51153901306,0.0
515,51177020112,0.0
516,51590001100,0.0
517,51550021601,0.0
518,51093280300,0.0
519,51041100208,0.0
520,51550021301,0.0
521,51570830100,0.0
522,51710001500,0.0
523,51087200805,0.0
524,51760040300,0.0
525,51149850400,1.0
526,51199990100,0.0
527,51153901005,0.0
528,51770002700,1.0
529,51179010304,0.0
530,51153900409,0.0
531,51089010800,0.0
532,51550020804,0.0
533,51690000200,0.0
534,51550020805,0.0
535,51810045405,0.0
536,51107611602,0.0
537,51177020107,1.0
538,51153901211,0.0
539,51550021006,0.0
540,51810042600,0.0
541,51107610503,0.0
542,51810046009,0.0
543,51710005602,0.0
544,51087200105,0.0
545,51153901702,0.0
546,51153980100,1.0
547,51810046005,0.0
548,51036600300,0.0
549,51710004200,0.0
550,51550021011,0.0
551,51177020408,0.0
552,51810045801,0.0
553,51810041004,0.0
554,51015071102,0.0
555,51550021102,0.0
556,51770002200,0.0
557,51620090200,0.0
558,51550020700,0.0
559,51153901511,0.0
560,51550021012,0.0
561,51810040801,0.0
562,51153901235,0.0
563,51073100302,0.0
564,51810045417,0.0
565,51041100403,0.0
566,51620090100,0.0
567,51710000700,0.0
568,51153900905,0.0
569,51690000400,0.0
570,51710002800,0.0
571,51810044200,0.0
572,51810041400,0.0
573,51810046222,0.0
574,51153900201,0.0
575,51810040404,0.0
576,51800075301,0.0
577,51650010200,0.0
578,51165011700,0.0
579,51770002800,0.0
580,51800075802,0.0
581,51153901416,0.0
582,51087200802,0.0
583,51153901233,0.0
584,51810044401,0.0
585,51800075803,0.0
586,51153901415,0.0
587,51033030201,0.0
588,51179010103,0.0
589,51081880101,0.0
590,51153901226,0.0
591,51810042400,0.0
592,51177020105,0.0
593,51153901221,0.0
594,51760050400,0.0
595,51153900801,0.0
596,51041100410,0.0
597,51153901001,0.0
598,51179010504,0.0
599,51193010300,0.0
600,51153901010,0.0
601,51153901413,0.0
602,51153900701,0.0
603,51041100931,0.0
604,51650011100,0.0
605,51810041200,0.0
606,51041101013,0.0
607,51177020201,0.0
608,51087201502,0.0
609,51760041200,0.0
610,51036600100,0.0
611,51810045807,0.0
612,51550021502,0.0
613,51033030600,0.0
614,51153901510,0.0
615,51179010212,0.0
616,51800075405,0.0
617,51153900404,0.0
618,51179010105,1.0
619,51710001200,0.0
620,51183870300,0.0
621,51550021602,0.0
622,51179010205,0.0
623,51177020110,0.0
624,51800075302,0.0
625,51153901601,0.0
626,51810040403,0.0
627,51183870100,0.0
628,51177020310,0.0
629,51183870201,0.0
630,51099040200,0.0
631,51179010214,0.0
632,51550020001,0.0
633,51810044004,0.0
634,51710002500,0.0
635,51520020200,1.0
636,51153900600,0.0
637,51735340200,0.0
638,51153901507,0.0
639,51179010503,0.0
640,51153901012,0.0
641,51153901219,0.0
642,51153901223,0.0
643,51153901237,0.0
644,51093280105,0.0
645,51810043200,0.0
646,51800075404,0.0
647,51760050600,0.0
648,51820003200,0.0
649,51175200400,0.0
650,51001090300,0.0
651,51153901506,0.0
652,51590001301,0.0
653,51031020403,0.0
654,51025930201,0.0
655,51047930501,0.0
656,51595890100,0.0
657,51177020204,0.0
658,51059440300,0.0
659,51153900501,0.0
660,51061930304,0.0
661,51103030100,0.0
662,51153901228,0.0
663,51119950900,0.0
664,51550020003,0.0
665,51165010100,0.0
666,51109950400,0.0
667,51177020104,0.0
668,51685920100,0.0
669,51179010406,0.0
670,51179010301,0.0
671,51085320601,0.0
672,51760050500,0.0
673,51033030202,0.0
674,51061930707,0.0
675,51153901503,0.0
676,51085320805,0.0
677,51153901011,0.0
678,51177020403,0.0
679,51161030702,1.0
680,51153901410,0.0
681,51059421702,0.0
682,51153901407,0.0
683,51133020200,0.0
684,51735340100,0.0
685,51179010107,0.0
686,51087200502,0.0
687,51770000500,0.0
688,51735340300,0.0
689,51153901304,0.0
690,51087200903,0.0
691,51175200200,0.0
692,51810045412,0.0
693,51153901505,0.0
694,51041100930,0.0
695,51820003300,0.0
696,51041100921,0.0
697,51179010202,0.0
698,51810042000,0.0
699,51117930700,0.0
700,51031020402,0.0
701,51089010601,1.0
702,51099040300,0.0
703,51179010108,0.0
704,51109950100,0.0
705,51177020405,0.0
706,51153901305,0.0
707,51775010100,0.0
708,51041100821,1.0
709,51810044003,0.0
710,51153901225,0.0
711,51179010502,0.0
712,51810040000,0.0
713,51085320801,0.0
714,51590001400,0.0
715,51770000601,0.0
716,51115951300,0.0
717,51690000100,0.0
718,51590000800,0.0
719,51059422201,0.0
720,51760050200,0.0
721,51199050206,0.0
722,51810042201,0.0
723,51087200301,0.0
724,51085321202,0.0
725,51550020905,0.0
726,51153901414,0.0
727,51061930206,0.0
728,51001090500,0.0
729,51199050205,0.0
730,51153901232,0.0
731,51041100935,0.0
732,51177020306,0.0
733,51073100500,0.0
734,51087201602,0.0
735,51153901412,0.0
736,51179010106,0.0
737,51059481201,0.0
738,51061930207,0.0
739,51710002400,0.0
740,51087200122,0.0
741,51061930703,0.0
742,51153901417,0.0
743,51810043400,0.0
744,51061930205,0.0
745,51710004100,0.0
746,51147930203,0.0
747,51059450900,0.0
748,51103030200,0.0
749,51165012000,0.0
750,51107611205,0.0
751,51059450500,0.0
752,51183870400,0.0
753,51790000200,0.0
754,51143010700,0.0
755,51177020406,0.0
756,51093280200,0.0
757,51155210500,0.0
758,51177020407,0.0
759,51179010405,0.0
760,51153901009,0.0
761,51085321403,0.0
762,51171040400,0.0
763,51119951200,0.0
764,51175200500,0.0
765,51177020311,0.0
766,51041100902,0.0
767,51087201601,0.0
768,51059470100,0.0
769,51059491102,0.0
770,51087200108,0.0
771,51085320803,0.0
772,51153901411,0.0
773,51135980100,0.0
774,51101950200,0.0
775,51059451100,0.0
776,51199050402,0.0
777,51059492203,0.0
778,51840000100,0.0
779,51047930101,0.0
780,51085320701,0.0
781,51153900702,0.0
782,51177020404,0.0
783,51690000500,0.0
784,51810043800,0.0
785,51187020200,0.0
786,51059491101,0.0
787,51181860200,0.0
788,51059492201,1.0
789,51153901504,0.0
790,51059451800,0.0
791,51041100912,0.0
792,51119951100,0.0
793,51570830200,0.0
794,51107611012,0.0
795,51690000300,0.0
796,51085321402,0.0
797,51199050304,0.0
798,51107611208,0.0
799,51087200906,0.0
800,51087200414,0.0
801,51165010200,0.0
802,51179010211,0.0
803,51179010404,0.0
804,51059460100,0.0
805,51059440701,0.0
806,51760040800,0.0
807,51059431900,0.0
808,51137110104,0.0
809,51059420503,0.0
810,51165010500,0.0
811,51079030101,0.0
812,51199050401,0.0
813,51053840200,0.0
814,51550021200,0.0
815,51059451300,0.0
816,51087200109,0.0
817,51187020602,0.0
818,51093280101,0.0
819,51059432701,0.0
820,51059450400,0.0
821,51059470300,0.0
822,51810046207,0.0
823,51810045200,0.0
824,51059491705,0.0
825,51001090700,0.0
826,51199050306,0.0
827,51153901231,0.0
828,51031020200,0.0
829,51159040200,0.0
830,51059480401,0.0
831,51059460900,0.0
832,51087200413,0.0
833,51179010204,0.0
834,51177020202,0.0
835,51061930704,0.0
836,51161030201,0.0
837,51085320300,0.0
838,51710002100,0.0
839,51145500400,0.0
840,51710002600,0.0
841,51810044001,0.0
842,51193010200,0.0
843,51087200904,0.0
844,51193010100,0.0
845,51107610506,0.0
846,51181860100,0.0
847,51155210202,0.0
848,51085320702,0.0
849,51097950400,0.0
850,51143010801,0.0
851,51001090800,0.0
852,51059460200,0.0
853,51059491403,0.0
854,51810043600,0.0
855,51059421200,0.0
856,51590000500,0.0
857,51059430700,0.0
858,51101950102,0.0
859,51117930102,0.0
860,51075400500,0.0
861,51187020700,0.0
862,51089010400,0.0
863,51107610602,0.0
864,51059420100,0.0
865,51101950101,0.0
866,51083930202,0.0
867,51059415900,0.0
868,51107611013,0.0
869,51087200905,0.0
870,51059431002,0.0
871,51019030504,0.0
872,51107611805,0.0
873,51059980200,0.0
874,51059980100,0.0
875,51059980300,0.0
876,51059481105,0.0
877,51023040301,0.0
878,51107611009,0.0
879,51085321401,0.0
880,51155210600,0.0
881,51015070400,0.0
882,51019030601,0.0
883,51059480201,0.0
884,51041100703,0.0
885,51061930401,0.0
886,51059432800,0.0
887,51810041801,0.0
888,51057950800,0.0
889,51059481500,0.0
890,51155210400,0.0
891,51073100201,0.0
892,51059431802,0.0
893,51059450701,0.0
894,51810045603,0.0
895,51111930300,0.0
896,51059460300,0.0
897,51041100928,0.0
898,51107611900,0.0
899,51153900100,0.0
900,51630000301,0.0
901,51087201701,0.0
902,51810041600,0.0
903,51153901509,0.0
904,51145500102,0.0
905,51031020102,0.0
906,51075400200,0.0
907,51057950600,0.0
908,51117930500,0.0
909,51550020806,0.0
910,51760050300,0.0
911,51059415700,0.0
912,51059451200,0.0
913,51023040502,0.0
914,51059420700,0.0
915,51059451000,0.0
916,51059492000,0.0
917,51085321002,0.0
918,51041100924,0.0
919,51153900203,0.0
920,51097950500,0.0
921,51630000500,0.0
922,51059430102,0.0
923,51059430203,0.0
924,51117930300,0.0
925,51107611016,0.0
926,51145500101,0.0
927,51053840100,0.0
928,51005080301,0.0
929,51109950202,0.0
930,51047930400,0.0
931,51019030503,0.0
932,51089010900,0.0
933,51059422403,0.0
934,51089010300,0.0
935,51059492300,0.0
936,51023040401,0.0
937,51187020601,0.0
938,51107611021,0.0
939,51059420203,0.0
940,51069050200,0.0
941,51089010700,0.0
942,51089010100,0.0
943,51085320804,0.0
944,51810044600,0.0
945,51161030205,0.0
946,51710006606,0.0
947,51059420800,0.0
948,51117930600,0.0
949,51003010602,0.0
950,51085320500,0.0
951,51019030603,0.0
952,51153901701,0.0
953,51083930100,0.0
954,51179010303,0.0
955,51025930100,0.0
956,51059480100,0.0
957,51820003500,0.0
958,51069050801,0.0
959,51115951400,0.0
960,51005080302,0.0
961,51107611400,0.0
962,51059421001,0.0
963,51187020400,0.0
964,51595890200,0.0
965,51019030604,0.0
966,51131930200,0.0
967,51059452501,0.0
968,51685920200,0.0
969,51059480501,0.0
970,51165010900,0.0
971,51059430101,0.0
972,51059460501,0.0
973,51143011200,0.0
974,51059431400,0.0
975,51005080202,0.0
976,51059450601,0.0
977,51770001100,0.0
978,51087200202,0.0
979,51165010400,0.0
980,51059416300,0.0
981,51085321201,0.0
982,51143011100,0.0
983,51001090100,0.0
984,51093280104,0.0
985,51089011200,0.0
986,51191010401,0.0
987,51107611204,0.0
988,51121020202,0.0
989,51059461000,0.0
990,51059420201,0.0
991,51059432401,0.0
992,51059482502,0.0
993,51027010500,0.0
994,51127700200,0.0
995,51171040201,0.0
996,51093280106,0.0
997,51177020106,0.0
998,51061930203,0.0
999,51023040100,0.0
1000,51059492100,0.0
1001,51840000201,0.0
1002,51121020100,1.0
1003,51059491000,0.0
1004,51085321300,0.0
1005,51059461801,0.0
1006,51033030100,0.0
1007,51061930706,0.0
1008,51089011100,0.0
1009,51037930200,0.0
1010,51083930800,0.0
1011,51015071101,0.0
1012,51041101012,0.0
1013,51117930200,0.0
1014,51147930202,0.0
1015,51127700100,0.0
1016,51107611207,0.0
1017,51089010500,0.0
1018,51023040501,0.0
1019,51059481106,0.0
1020,51185020700,0.0
1021,51059480402,0.0
1022,51003010903,0.0
1023,51119951000,0.0
1024,51133020100,0.0
1025,51087201501,0.0
1026,51041100926,0.0
1027,51107611004,0.0
1028,51031020300,0.0
1029,51071930100,0.0
1030,51005080201,0.0
1031,51107610202,0.0
1032,51800075204,0.0
1033,51810046400,0.0
1034,51031020800,0.0
1035,51043010300,0.0
1036,51165011600,0.0
1037,51021040200,0.0
1038,51059422202,0.0
1039,51059430500,0.0
1040,51187020300,0.0
1041,51059492202,0.0
1042,51085320400,0.0
1043,51059471304,0.0
1044,51061930204,0.0
1045,51171040202,0.0
1046,51700032300,0.0
1047,51191010602,0.0
1048,51187020100,0.0
1049,51177020305,0.0
1050,51107611601,0.0
1051,51069050100,0.0
1052,51019030605,0.0
1053,51059440501,0.0
1054,51790000100,0.0
1055,51710003800,0.0
1056,51073100202,0.0
1057,51059480502,0.0
1058,51145500200,0.0
1059,51059450800,0.0
1060,51069050700,0.0
1061,51059491405,0.0
1062,51061930402,0.0
1063,51059491802,0.0
1064,51085320200,0.0
1065,51023040402,0.0
1066,51175200100,0.0
1067,51059440600,0.0
1068,51165011000,0.0
1069,51087200302,0.0
1070,51059470800,0.0
1071,51047930202,0.0
1072,51059491404,0.0
1073,51059482504,0.0
1074,51019030602,0.0
1075,51760070100,0.0
1076,51199051000,0.0
1077,51770003100,0.0
1078,51075400400,0.0
1079,51520020300,0.0
1080,51155210700,0.0
1081,51053840600,0.0
1082,51059432600,0.0
1083,51065020101,0.0
1084,51161030500,0.0
1085,51107611019,0.0
1086,51083930301,0.0
1087,51059415800,0.0
1088,51161031102,1.0
1089,51059460600,0.0
1090,51059482201,0.0
1091,51153900403,0.0
1092,51135000200,0.0
1093,51143010900,0.0
1094,51059415300,0.0
1095,51810043004,0.0
1096,51153901208,0.0
1097,51059422102,0.0
1098,51177020304,0.0
1099,51810046012,0.0
1100,51760020500,0.0
1101,51103030300,0.0
1102,51590000700,0.0
1103,51790000500,0.0
1104,51019030501,0.0
1105,51021040100,0.0
1106,51059482400,0.0
1107,51179010210,0.0
1108,51107611024,0.0
1109,51057950700,0.0
1110,51185020800,0.0
1111,51059421300,0.0
1112,51117930101,0.0
1113,51011040200,0.0
1114,51059491602,0.0
1115,51153901209,0.0
1116,51161030900,0.0
1117,51087200600,0.0
1118,51195930700,0.0
1119,51093280400,0.0
1120,51161030203,0.0
1121,51023040200,0.0
1122,51025930203,0.0
1123,51015070300,0.0
1124,51059482001,0.0
1125,51059431001,0.0
1126,51043010200,0.0
1127,51107611010,0.0
1128,51085321100,0.0
1129,51059415402,0.0
1130,51037930300,0.0
1131,51001090600,0.0
1132,51710000902,0.0
1133,51059431300,0.0
1134,51031020600,0.0
1135,51161030100,0.0
1136,51059460800,0.0
1137,51059432402,0.0
1138,51059471000,0.0
1139,51775010502,0.0
1140,51133020300,0.0
1141,51107610507,0.0
1142,51173030500,0.0
1143,51059452502,0.0
1144,51069050300,0.0
1145,51107611806,0.0
1146,51059432000,0.0
1147,51075400100,0.0
1148,51069051101,0.0
1149,51059481701,0.0
1150,51770002100,0.0
1151,51710002300,0.0
1152,51195931100,0.0
1153,51710003700,0.0
1154,51059480503,0.0
1155,51179010207,0.0
1156,51077060300,0.0
1157,51073100203,0.0
1158,51059415401,0.0
1159,51161031000,0.0
1160,51047930102,0.0
1161,51059432702,0.0
1162,51155210201,0.0
1163,51065020300,0.0
1164,51171040300,0.0
1165,51019030300,0.0
1166,51059430202,0.0
1167,51059430600,0.0
1168,51143011300,0.0
1169,51059430801,0.0
1170,51059416100,0.0
1171,51059415100,0.0
1172,51069051102,0.0
1173,51061930705,0.0
1174,51089010602,0.0
1175,51069050802,0.0
1176,51177020109,0.0
1177,51161031201,0.0
1178,51161030701,0.0
1179,51059430902,0.0
1180,51011040300,0.0
1181,51083930302,0.0
1182,51760040700,0.0
1183,51015070100,0.0
1184,51067020102,0.0
1185,51107611011,0.0
1186,51003010201,0.0
1187,51087200130,0.0
1188,51165011900,0.0
1189,51109950201,0.0
1190,51173030400,0.0
1191,51015070200,0.0
1192,51107610201,0.0
1193,51049930200,0.0
1194,51089011300,0.0
1195,51107610101,0.0
1196,51005080100,0.0
1197,51630000302,0.0
1198,51117930800,0.0
1199,51710003600,0.0
1200,51171040700,0.0
1201,51107610102,0.0
1202,51069050900,0.0
1203,51093280103,0.0
1204,51770000400,0.0
1205,51161030802,0.0
1206,51143011001,0.0
1207,51091970100,0.0
1208,51107611801,0.0
1209,51157950100,0.0
1210,51059470700,0.0
1211,51089011000,0.0
1212,51143010100,0.0
1213,51059430201,0.0
1214,51059431801,0.0
1215,51191010800,0.0
1216,51069050400,0.0
1217,51059440702,0.0
1218,51109950500,0.0
1219,51143010600,0.0
1220,51165011100,0.0
1221,51185020100,0.0
1222,51163930400,0.0
1223,51087200700,0.0
1224,51193010400,0.0
1225,51153901508,0.0
1226,51165010700,0.0
1227,51065020200,0.0
1228,51059491301,0.0
1229,51107611014,0.0
1230,51059482503,0.0
1231,51059480504,0.0
1232,51059432202,0.0
1233,51059492500,0.0
1234,51059421701,0.0
1235,51059440502,0.0
1236,51073100100,0.0
1237,51003011202,0.0
1238,51059420300,0.0
1239,51107610701,0.0
1240,51059432500,0.0
1241,51019030202,0.0
1242,51059415600,0.0
1243,51143011002,0.0
1244,51143010200,0.0
1245,51059491402,0.0
1246,51107611803,0.0
